,filename,c1_lexical_similarity,c2_lexical_similarity,c3_lexical_similarity,c4_lexical_similarity,c5_lexical_similarity,c6_lexical_similarity,c7_lexical_similarity,c8_lexical_similarity,c9_lexical_similarity,c10_lexical_similarity,c11_lexical_similarity,c12_lexical_similarity,c13_lexical_similarity,c14_lexical_similarity,c15_lexical_similarity,c16_lexical_similarity,c1_semantic_similarity,c2_semantic_similarity,c3_semantic_similarity,c4_semantic_similarity,c5_semantic_similarity,c6_semantic_similarity,c7_semantic_similarity,c8_semantic_similarity,c9_semantic_similarity,c10_semantic_similarity,c11_semantic_similarity,c12_semantic_similarity,c13_semantic_similarity,c14_semantic_similarity,c15_semantic_similarity,c16_semantic_similarity,c1_new_content_proportion,c2_new_content_proportion,c3_new_content_proportion,c4_new_content_proportion,c5_new_content_proportion,c6_new_content_proportion,c7_new_content_proportion,c8_new_content_proportion,c9_new_content_proportion,c10_new_content_proportion,c11_new_content_proportion,c12_new_content_proportion,c13_new_content_proportion,c14_new_content_proportion,c15_new_content_proportion,c16_new_content_proportion,c1_len_quote,c2_len_quote,c3_len_quote,c4_len_quote,c5_len_quote,c6_len_quote,c7_len_quote,c8_len_quote,c9_len_quote,c10_len_quote,c11_len_quote,c12_len_quote,c13_len_quote,c14_len_quote,c15_len_quote,c16_len_quote,c1_len_original,c2_len_original,c3_len_original,c4_len_original,c5_len_original,c6_len_original,c7_len_original,c8_len_original,c9_len_original,c10_len_original,c11_len_original,c12_len_original,c13_len_original,c14_len_original,c15_len_original,c16_len_original,c1_question_count,c2_question_count,c3_question_count,c4_question_count,c5_question_count,c6_question_count,c7_question_count,c8_question_count,c9_question_count,c10_question_count,c11_question_count,c12_question_count,c13_question_count,c14_question_count,c15_question_count,c16_question_count,c17_lexical_similarity,c18_lexical_similarity,c19_lexical_similarity,c20_lexical_similarity,c17_semantic_similarity,c18_semantic_similarity,c19_semantic_similarity,c20_semantic_similarity,c17_new_content_proportion,c18_new_content_proportion,c19_new_content_proportion,c20_new_content_proportion,c17_len_quote,c18_len_quote,c19_len_quote,c20_len_quote,c17_len_original,c18_len_original,c19_len_original,c20_len_original,c17_question_count,c18_question_count,c19_question_count,c20_question_count,op_main,op_anger,op_sadness,op_neutral,op_joy,op_disgust,op_fear,op_surprise,c1_main,c1_neutral,c1_anger,c1_joy,c1_sadness,c1_disgust,c1_fear,c1_surprise,c2_main,c2_neutral,c2_anger,c2_joy,c2_sadness,c2_disgust,c2_fear,c2_surprise,c3_main,c3_neutral,c3_anger,c3_sadness,c3_joy,c3_disgust,c3_fear,c3_surprise,c4_main,c4_neutral,c4_anger,c4_joy,c4_sadness,c4_surprise,c4_fear,c4_disgust,c5_main,c5_anger,c5_neutral,c5_sadness,c5_joy,c5_disgust,c5_fear,c5_surprise,c6_main,c6_neutral,c6_joy,c6_anger,c6_sadness,c6_disgust,c6_fear,c6_surprise,c7_main,c7_neutral,c7_joy,c7_anger,c7_sadness,c7_disgust,c7_fear,c7_surprise,c8_main,c8_neutral,c8_joy,c8_anger,c8_sadness,c8_fear,c8_disgust,c8_surprise,c9_main,c9_disgust,c9_anger,c9_sadness,c9_neutral,c9_fear,c9_joy,c9_surprise,c10_main,c10_neutral,c10_anger,c10_joy,c10_sadness,c10_disgust,c10_fear,c10_surprise,c11_main,c11_neutral,c11_anger,c11_disgust,c11_joy,c11_sadness,c11_surprise,c11_fear,c12_main,c12_neutral,c12_anger,c12_joy,c12_sadness,c12_disgust,c12_fear,c12_surprise,c13_main,c13_neutral,c13_joy,c13_anger,c13_sadness,c13_disgust,c13_surprise,c13_fear,c14_main,c14_neutral,c14_joy,c14_anger,c14_sadness,c14_disgust,c14_fear,c14_surprise,c15_main,c15_neutral,c15_surprise,c15_joy,c15_anger,c15_sadness,c15_fear,c15_disgust,c16_main,c16_neutral,c16_anger,c16_joy,c16_sadness,c16_disgust,c16_fear,c16_surprise,outcome,c17_main,c17_anger,c17_neutral,c17_joy,c17_sadness,c17_disgust,c17_fear,c17_surprise,c18_main,c18_neutral,c18_anger,c18_surprise,c18_joy,c18_sadness,c18_fear,c18_disgust,c19_main,c19_anger,c19_neutral,c19_sadness,c19_joy,c19_disgust,c19_fear,c19_surprise,c20_main,c20_anger,c20_neutral,c20_joy,c20_disgust,c20_sadness,c20_fear,c20_surprise
23,442068628.0_1_delta_threads.xml,0.4213408132336042,0.2679392012203387,0.3055850166370872,0.363215113786711,0.3468456109535227,0.3141847111893656,0.1588901324588874,,,,,,,,,,0.6005391478538513,0.3541445434093475,0.4277192652225494,0.333973228931427,0.3816064000129699,0.4477200210094452,0.4197805821895599,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,0,0,0,0,0,0.0,0.0,,,,,,,,,,142,64,146,245,61,42.0,14.0,,,,,,,,,,1,0,1,0,4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.601,0.184,0.159,0.047,0.004,0.003,0.001,neutral,0.652,0.08,0.235,0.028,0.002,0.002,0.002,anger,0.288,0.453,0.055,0.193,0.007,0.003,0.001,neutral,0.836,0.058,0.052,0.05,0.001,0.002,0.001,anger,0.14,0.674,0.035,0.142,0.001,0.002,0.005,neutral,0.183,0.755,0.043,0.01,0.004,0.003,0.002,neutral,0.518,0.018,0.436,0.021,0.004,0.003,0.001,anger,0.191,0.157,0.633,0.011,0.002,0.002,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,410977978.0_3_delta_threads.xml,0.2210175612784789,0.1621329838339823,0.1499673977799795,0.4138174567665184,0.0764618728493964,0.1837130520798044,,,,,,,,,,,0.2913800776004791,0.2362695634365081,0.4513024687767029,0.5230225324630737,0.5266445279121399,0.5572599768638611,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,0,0,0,0,0,0.0,,,,,,,,,,,32,28,8,14,30,229.0,,,,,,,,,,,1,0,0,0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.814,0.049,0.011,0.097,0.022,0.003,0.003,neutral,0.446,0.438,0.075,0.028,0.009,0.002,0.002,anger,0.006,0.884,0.04,0.049,0.013,0.006,0.002,joy,0.023,0.006,0.003,0.965,0.001,0.001,0.002,sadness,0.108,0.187,0.116,0.556,0.002,0.007,0.026,anger,0.948,0.002,0.015,0.012,0.015,0.001,0.006,neutral,0.664,0.208,0.063,0.048,0.012,0.004,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1075040167.0_2_deltaless_thread.xml,0.1675965556437763,0.124951178138679,0.4384069155539064,0.2902029229192348,0.2760637400297245,,,,,,,,,,,,0.5325297117233276,0.7421813607215881,0.7046138644218445,0.2826137542724609,0.3394249975681305,,,,,,,,,,,,1.0,1.0,0.8888888888888888,1.0,0.8507462686567164,,,,,,,,,,,,0,0,20,0,20,,,,,,,,,,,,38,70,160,69,114,,,,,,,,,,,,2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.28,0.09,0.359,0.059,0.193,0.017,0.003,neutral,0.415,0.193,0.187,0.111,0.079,0.005,0.009,neutral,0.817,0.042,0.024,0.096,0.016,0.004,0.001,neutral,0.461,0.459,0.033,0.023,0.02,0.003,0.002,neutral,0.831,0.136,0.008,0.022,0.0,0.002,0.002,neutral,0.022,0.946,0.01,0.017,0.003,0.002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,113567594.0_4_deltaless_thread.xml,0.3821781985451606,0.2261922774544333,0.2280034498642129,0.2498631643523177,0.2111705104606115,,,,,,,,,,,,0.6806900501251221,0.4984236657619476,0.4964796900749206,0.3740479648113251,0.7011237144470215,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,206,60,116,78,67,,,,,,,,,,,,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.686,0.22,0.053,0.029,0.006,0.004,0.002,neutral,0.54,0.359,0.055,0.04,0.005,0.002,0.001,sadness,0.224,0.095,0.062,0.587,0.003,0.026,0.003,neutral,0.631,0.209,0.06,0.087,0.005,0.006,0.001,neutral,0.495,0.157,0.04,0.292,0.002,0.004,0.01,anger,0.505,0.376,0.027,0.045,0.032,0.008,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,115882088.0_2_deltaless_thread.xml,0.5145374828909197,0.0469362194405777,0.0714830058315896,0.139105509047228,0.1036817226576028,,,,,,,,,,,,0.4815640747547149,0.1049684137105941,0.4641620814800262,0.4135608673095703,0.4749101996421814,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,183,17,132,25,46,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.105,0.015,0.83,0.044,0.004,0.002,0.001,neutral,0.815,0.127,0.034,0.014,0.007,0.002,0.002,neutral,0.767,0.173,0.024,0.027,0.005,0.002,0.001,neutral,0.905,0.046,0.015,0.03,0.002,0.002,0.001,neutral,0.702,0.269,0.017,0.004,0.002,0.002,0.004,neutral,0.388,0.59,0.006,0.012,0.002,0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1409948101.0_8_deltaless_thread.xml,0.5287803305890958,0.1993061879598814,0.1527549738318139,0.0698410913003891,0.0463867797254501,,,,,,,,,,,,0.6367983222007751,0.3840094804763794,0.6676673293113708,0.1603419482707977,0.0080130407586693,,,,,,,,,,,,0.8547486033519553,1.0,1.0,1.0,1.0,,,,,,,,,,,,26,0,0,0,0,,,,,,,,,,,,153,16,18,26,50,,,,,,,,,,,,2,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.16,0.018,0.74,0.068,0.012,0.002,0.001,neutral,0.718,0.21,0.045,0.018,0.006,0.001,0.001,neutral,0.682,0.251,0.034,0.01,0.018,0.003,0.001,neutral,0.639,0.329,0.013,0.011,0.005,0.003,0.001,neutral,0.832,0.139,0.008,0.017,0.001,0.002,0.001,neutral,0.312,0.62,0.014,0.032,0.017,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1437482501.0_91_deltaless_thread.xml,0.378414019870348,0.2679065603209156,0.0878244155526543,0.2946826844035409,0.1386754460828237,0.3213525891787183,0.096682712477383,0.0667017255382872,0.3071978075140976,,,,,,,,0.7979082465171814,0.5901917219161987,0.665521502494812,0.7284206748008728,0.572180449962616,0.675195038318634,0.5059652328491211,0.1785812675952911,0.2645557522773742,,,,,,,,1.0,0.6078431372549019,1.0,0.7288135593220338,1.0,0.8623853211009175,1.0,1.0,1.0,,,,,,,,0,20,0,16,0,15.0,0.0,0.0,0.0,,,,,,,,99,31,86,43,63,94.0,19.0,10.0,18.0,,,,,,,,2,1,2,3,1,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.319,0.068,0.408,0.15,0.045,0.007,0.002,joy,0.221,0.139,0.305,0.242,0.076,0.011,0.007,anger,0.008,0.921,0.013,0.01,0.044,0.002,0.003,anger,0.236,0.428,0.197,0.098,0.031,0.008,0.003,anger,0.142,0.739,0.029,0.03,0.009,0.005,0.045,anger,0.533,0.019,0.045,0.023,0.296,0.02,0.065,neutral,0.667,0.061,0.227,0.018,0.02,0.004,0.002,joy,0.18,0.491,0.27,0.036,0.016,0.005,0.003,anger,0.385,0.103,0.442,0.043,0.002,0.023,0.002,anger,0.014,0.832,0.011,0.046,0.002,0.093,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,144404372.0_8_deltaless_thread.xml,0.5827483612755499,0.4814978789323088,0.5566054000225246,0.5855340412564629,0.2405514259718699,0.6921450432031133,0.1351015725844434,0.186810999052147,0.0,0.2472772571763166,0.1873266119884185,,,,,,0.4325947761535644,0.4507016539573669,0.6898760795593262,0.5854476690292358,0.5157599449157715,0.9081246256828308,0.2993678450584411,0.0849684327840805,0.1066649332642555,0.5081184506416321,0.4500426948070526,,,,,,0.8429752066115702,0.8909090909090909,0.3235294117647059,0.340122199592668,1.0,0.4634146341463415,1.0,1.0,1.0,1.0,1.0,,,,,,19,6,138,324,0,44.0,0.0,0.0,0.0,0.0,0.0,,,,,,102,49,66,167,44,38.0,14.0,1.0,28.0,42.0,10.0,,,,,,1,2,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.265,0.054,0.603,0.068,0.005,0.003,0.002,anger,0.019,0.958,0.003,0.004,0.013,0.001,0.002,anger,0.162,0.806,0.007,0.008,0.006,0.005,0.007,neutral,0.784,0.116,0.057,0.035,0.004,0.003,0.002,neutral,0.866,0.065,0.059,0.006,0.001,0.002,0.002,anger,0.952,0.033,0.005,0.003,0.005,0.001,0.001,neutral,0.559,0.018,0.401,0.015,0.004,0.002,0.001,anger,0.227,0.006,0.745,0.014,0.004,0.002,0.003,surprise,0.253,0.03,0.067,0.02,0.01,0.001,0.619,neutral,0.002,0.024,0.009,0.906,0.003,0.051,0.004,anger,0.407,0.496,0.039,0.041,0.01,0.002,0.005,anger,0.311,0.609,0.013,0.027,0.024,0.008,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,154839924.0_3_deltaless_thread.xml,0.3931695485628134,0.1852538303953123,0.2285120340453958,0.1916081004039935,0.1275574446759937,0.1839002301640755,0.1947486119450214,0.2485295987709161,0.3233888106463992,0.0,0.1304537756519896,0.1268810246056203,,,,,0.5363432765007019,0.1400857716798782,0.4764134883880615,0.5687984228134155,0.4500067830085754,0.3890253603458404,0.6767228841781616,0.121852770447731,0.1580735296010971,0.1383795589208603,0.464422196149826,0.4990098476409912,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,223,13,40,26,47,19.0,42.0,31.0,23.0,6.0,16.0,44.0,,,,,0,1,0,0,1,1.0,0.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.045,0.009,0.603,0.34,0.001,0.001,0.001,neutral,0.915,0.05,0.012,0.018,0.003,0.002,0.001,neutral,0.828,0.118,0.034,0.017,0.001,0.001,0.001,neutral,0.946,0.021,0.008,0.022,0.001,0.001,0.001,neutral,0.766,0.158,0.059,0.012,0.001,0.001,0.003,neutral,0.065,0.803,0.019,0.109,0.001,0.002,0.001,neutral,0.924,0.035,0.03,0.009,0.0,0.001,0.001,neutral,0.403,0.079,0.181,0.323,0.004,0.007,0.002,neutral,0.901,0.018,0.069,0.009,0.001,0.001,0.001,neutral,0.008,0.234,0.155,0.586,0.004,0.012,0.001,neutral,0.91,0.032,0.048,0.006,0.001,0.001,0.001,neutral,0.956,0.013,0.001,0.026,0.003,0.001,0.001,anger,0.416,0.49,0.023,0.062,0.005,0.003,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1719432989.0_1_deltaless_thread.xml,0.1981053608318804,0.206136966068286,0.1696669005742376,0.0,0.112988032795733,0.0595223956182092,0.0726626016695632,0.0309252249831524,0.0461787050758033,,,,,,,,0.3087184727191925,0.6931222677230835,0.4974181950092315,0.2392664402723312,0.240569069981575,0.2616700530052185,0.3542113006114959,0.3015963435173034,0.2663086354732513,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,5,7,14,5,22,27.0,26.0,11.0,37.0,,,,,,,,1,1,0,0,0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.259,0.026,0.583,0.11,0.014,0.005,0.002,neutral,0.83,0.035,0.115,0.007,0.009,0.002,0.002,neutral,0.657,0.074,0.104,0.089,0.054,0.019,0.003,neutral,0.952,0.016,0.004,0.024,0.004,0.001,0.001,neutral,0.914,0.013,0.046,0.022,0.001,0.001,0.002,disgust,0.208,0.017,0.061,0.048,0.354,0.018,0.294,neutral,0.808,0.13,0.035,0.016,0.009,0.002,0.001,anger,0.033,0.006,0.745,0.031,0.172,0.007,0.006,neutral,0.702,0.192,0.034,0.035,0.01,0.025,0.002,anger,0.131,0.481,0.032,0.309,0.011,0.024,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,181959121.0_5_deltaless_thread.xml,0.4005774738668731,0.2116863597402081,0.5449189454665789,0.0931231913250771,0.0675818884674043,0.2561817548933049,0.132793395487051,0.1562194688000674,0.071936030130815,0.569285982653235,0.1035770804690054,0.1707761131901165,0.0762461164831138,0.0856277691658876,0.2883792398301806,0.1581797513369716,0.5798967480659485,0.4231808483600616,0.6138798594474792,0.2408817708492279,0.5272272825241089,0.6154164671897888,0.7036628127098083,0.6302992701530457,0.449790894985199,0.555623471736908,0.6538995504379272,0.2570452690124511,0.0990042313933372,0.092249684035778,0.682254433631897,0.6789105534553528,1.0,1.0,0.782051282051282,1.0,1.0,1.0,0.4042553191489361,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5882352941176471,1.0,0,0,17,0,0,0.0,28.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,14.0,0.0,137,43,61,10,22,19.0,19.0,30.0,84.0,87.0,0.0,14.0,17.0,33.0,20.0,81.0,0,0,0,0,0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.657,0.035,0.182,0.119,0.005,0.001,0.001,neutral,0.688,0.2,0.059,0.032,0.01,0.009,0.001,anger,0.145,0.838,0.004,0.008,0.004,0.001,0.001,neutral,0.945,0.03,0.003,0.019,0.002,0.001,0.0,neutral,0.841,0.047,0.058,0.043,0.002,0.002,0.008,neutral,0.062,0.694,0.096,0.117,0.019,0.008,0.005,neutral,0.846,0.076,0.056,0.016,0.002,0.002,0.002,neutral,0.96,0.017,0.016,0.002,0.001,0.001,0.003,neutral,0.861,0.095,0.014,0.024,0.002,0.002,0.002,neutral,0.002,0.029,0.014,0.819,0.002,0.133,0.002,neutral,0.943,0.032,0.017,0.005,0.002,0.001,0.001,neutral,0.874,0.02,0.004,0.048,0.05,0.003,0.002,neutral,0.862,0.019,0.106,0.008,0.001,0.001,0.002,anger,0.333,0.085,0.365,0.029,0.004,0.176,0.008,neutral,0.679,0.214,0.075,0.023,0.006,0.001,0.001,joy,0.32,0.002,0.486,0.107,0.045,0.01,0.031,neutral,0.481,0.294,0.156,0.033,0.031,0.003,0.002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1821161756.0_9_deltaless_thread.xml,0.4335793366355924,0.2662497332186744,0.0935488609148905,0.2329666926169483,0.1356476338766629,0.0865491348170218,0.0,,,,,,,,,,0.5405258536338806,0.5803525447845459,0.4567375779151916,0.5774663090705872,0.5405540466308594,0.0244003795087337,0.1286437660455703,,,,,,,,,,0.75,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,42,0,0,0,0,0.0,0.0,,,,,,,,,,126,83,28,31,53,9.0,35.0,,,,,,,,,,6,1,2,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.697,0.045,0.078,0.058,0.116,0.003,0.004,neutral,0.497,0.409,0.032,0.05,0.007,0.004,0.001,anger,0.333,0.589,0.027,0.019,0.024,0.004,0.003,neutral,0.893,0.02,0.007,0.073,0.001,0.002,0.004,anger,0.344,0.621,0.015,0.011,0.001,0.002,0.007,anger,0.733,0.148,0.022,0.023,0.062,0.004,0.008,neutral,0.864,0.022,0.055,0.036,0.002,0.006,0.014,neutral,0.933,0.013,0.023,0.011,0.014,0.003,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1865427692.0_13_deltaless_thread.xml,0.2188375906655852,0.2137123062966333,0.1560951889078402,0.0659800683375678,0.0894393400806276,,,,,,,,,,,,0.5186880826950073,0.6799820065498352,0.7415326833724976,0.4593222737312317,0.4211404323577881,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,19,38,26,112,40,,,,,,,,,,,,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.553,0.049,0.32,0.06,0.014,0.003,0.002,neutral,0.689,0.197,0.021,0.072,0.008,0.008,0.004,neutral,0.503,0.436,0.015,0.038,0.004,0.003,0.001,anger,0.237,0.651,0.072,0.012,0.021,0.005,0.002,anger,0.139,0.794,0.046,0.009,0.002,0.002,0.009,anger,0.953,0.007,0.004,0.005,0.028,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1865427692.0_24_deltaless_thread.xml,0.2430872632958442,0.1359556972398291,0.2709062394534545,0.1576290871312602,0.0896129418621744,0.2352649554937315,0.2610847762477928,0.6245693242335729,,,,,,,,,0.5721169114112854,0.5954262614250183,0.4903031885623932,0.2746974229812622,0.0118632409721612,0.1470963060855865,0.5070708394050598,0.662422776222229,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.840625,,,,,,,,,0,0,0,0,0,0.0,0.0,51.0,,,,,,,,,28,112,71,39,105,39.0,111.0,269.0,,,,,,,,,0,1,0,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.553,0.049,0.32,0.06,0.014,0.003,0.002,anger,0.133,0.783,0.007,0.025,0.045,0.004,0.003,anger,0.139,0.794,0.046,0.009,0.009,0.002,0.002,anger,0.049,0.902,0.017,0.006,0.023,0.001,0.001,anger,0.002,0.986,0.001,0.006,0.001,0.001,0.004,anger,0.672,0.263,0.02,0.029,0.012,0.002,0.001,neutral,0.479,0.024,0.461,0.018,0.015,0.002,0.001,anger,0.05,0.007,0.915,0.009,0.017,0.001,0.001,anger,0.385,0.019,0.562,0.024,0.002,0.008,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,217468142.0_3_deltaless_thread.xml,0.284282725854402,0.1830760825195074,0.5355180313676814,0.1115915407567789,0.0691696496674723,0.1038849910410321,0.0504569973346558,0.0,0.0,0.1040160908849799,0.0,,,,,,0.5139103531837463,0.6919615864753723,0.7887715697288513,0.434929609298706,0.3633424937725067,0.3047077357769012,0.1587208956480026,0.2180168032646179,0.2449910640716552,0.1843579858541488,0.5386725068092346,,,,,,1.0,1.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0,0,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,78,50,24,31,18,65.0,28.0,7.0,36.0,6.0,13.0,,,,,,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.788,0.011,0.098,0.084,0.015,0.002,0.002,neutral,0.401,0.192,0.351,0.029,0.012,0.012,0.002,neutral,0.866,0.062,0.052,0.012,0.005,0.003,0.001,neutral,0.933,0.047,0.004,0.012,0.002,0.001,0.001,neutral,0.755,0.169,0.047,0.024,0.001,0.002,0.003,neutral,0.332,0.612,0.025,0.015,0.009,0.005,0.001,neutral,0.809,0.08,0.053,0.05,0.004,0.002,0.001,neutral,0.802,0.05,0.132,0.01,0.003,0.001,0.001,neutral,0.773,0.08,0.124,0.014,0.002,0.005,0.002,anger,0.009,0.895,0.008,0.06,0.001,0.026,0.001,surprise,0.008,0.049,0.013,0.014,0.015,0.005,0.896,neutral,0.743,0.2,0.006,0.038,0.01,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
