,filename,c1_lexical_similarity,c1_semantic_similarity,c1_new_content_proportion,c1_len_quote,c1_len_original,c1_question_count,c2_lexical_similarity,c2_semantic_similarity,c2_new_content_proportion,c2_len_quote,c2_len_original,c2_question_count,c3_lexical_similarity,c3_semantic_similarity,c3_new_content_proportion,c3_len_quote,c3_len_original,c3_question_count,c4_lexical_similarity,c4_semantic_similarity,c4_new_content_proportion,c4_len_quote,c4_len_original,c4_question_count,c5_lexical_similarity,c5_semantic_similarity,c5_new_content_proportion,c5_len_quote,c5_len_original,c5_question_count,c6_lexical_similarity,c6_semantic_similarity,c6_new_content_proportion,c6_len_quote,c6_len_original,c6_question_count,c7_lexical_similarity,c7_semantic_similarity,c7_new_content_proportion,c7_len_quote,c7_len_original,c7_question_count,c8_lexical_similarity,c8_semantic_similarity,c8_new_content_proportion,c8_len_quote,c8_len_original,c8_question_count,c9_lexical_similarity,c9_semantic_similarity,c9_new_content_proportion,c9_len_quote,c9_len_original,c9_question_count,c10_lexical_similarity,c10_semantic_similarity,c10_new_content_proportion,c10_len_quote,c10_len_original,c10_question_count,c11_lexical_similarity,c11_semantic_similarity,c11_new_content_proportion,c11_len_quote,c11_len_original,c11_question_count,c12_lexical_similarity,c12_semantic_similarity,c12_new_content_proportion,c12_len_quote,c12_len_original,c12_question_count,c13_lexical_similarity,c13_semantic_similarity,c13_new_content_proportion,c13_len_quote,c13_len_original,c13_question_count,c14_lexical_similarity,c14_semantic_similarity,c14_new_content_proportion,c14_len_quote,c14_len_original,c14_question_count,c15_lexical_similarity,c15_semantic_similarity,c15_new_content_proportion,c15_len_quote,c15_len_original,c15_question_count,c16_lexical_similarity,c16_semantic_similarity,c16_new_content_proportion,c16_len_quote,c16_len_original,c16_question_count,c17_lexical_similarity,c17_semantic_similarity,c17_new_content_proportion,c17_len_quote,c17_len_original,c17_question_count,c18_lexical_similarity,c18_semantic_similarity,c18_new_content_proportion,c18_len_quote,c18_len_original,c18_question_count,c19_lexical_similarity,c19_semantic_similarity,c19_new_content_proportion,c19_len_quote,c19_len_original,c19_question_count,c20_lexical_similarity,c20_semantic_similarity,c20_new_content_proportion,c20_len_quote,c20_len_original,c20_question_count,op_main,op_anger,op_sadness,op_neutral,op_joy,op_fear,op_disgust,op_surprise,c1_main,c1_neutral,c1_anger,c1_joy,c1_sadness,c1_disgust,c1_fear,c1_surprise,c2_main,c2_anger,c2_neutral,c2_sadness,c2_joy,c2_fear,c2_disgust,c2_surprise,c3_main,c3_neutral,c3_anger,c3_sadness,c3_joy,c3_fear,c3_disgust,c3_surprise,c4_main,c4_neutral,c4_anger,c4_sadness,c4_joy,c4_fear,c4_disgust,c4_surprise,c5_main,c5_joy,c5_neutral,c5_anger,c5_sadness,c5_disgust,c5_fear,c5_surprise,c6_main,c6_sadness,c6_neutral,c6_anger,c6_joy,c6_disgust,c6_fear,c6_surprise,c7_main,c7_anger,c7_disgust,c7_sadness,c7_joy,c7_neutral,c7_fear,c7_surprise,c8_main,c8_neutral,c8_joy,c8_anger,c8_sadness,c8_fear,c8_surprise,c8_disgust,c9_main,c9_anger,c9_disgust,c9_sadness,c9_neutral,c9_joy,c9_fear,c9_surprise,c10_main,c10_neutral,c10_anger,c10_joy,c10_sadness,c10_surprise,c10_fear,c10_disgust,c11_main,c11_neutral,c11_anger,c11_joy,c11_sadness,c11_disgust,c11_fear,c11_surprise,c12_main,c12_neutral,c12_anger,c12_joy,c12_sadness,c12_disgust,c12_surprise,c12_fear,c13_main,c13_neutral,c13_joy,c13_anger,c13_sadness,c13_disgust,c13_fear,c13_surprise,c14_main,c14_neutral,c14_anger,c14_sadness,c14_joy,c14_disgust,c14_fear,c14_surprise,c15_main,c15_neutral,c15_anger,c15_joy,c15_sadness,c15_surprise,c15_fear,c15_disgust,c16_main,c16_joy,c16_neutral,c16_anger,c16_sadness,c16_disgust,c16_surprise,c16_fear,outcome,c17_main,c17_anger,c17_joy,c17_sadness,c17_neutral,c17_disgust,c17_fear,c17_surprise,c18_main,c18_neutral,c18_joy,c18_anger,c18_sadness,c18_surprise,c18_fear,c18_disgust,c19_main,c19_neutral,c19_anger,c19_joy,c19_sadness,c19_surprise,c19_disgust,c19_fear,c20_main,c20_anger,c20_neutral,c20_joy,c20_sadness,c20_disgust,c20_surprise,c20_fear
24,410977978.0_3_delta_threads.xml,0.1161996884216748,0.4575288891792297,1.0,0,9,0,0.0,0.228853091597557,1.0,0,9,0,0.1096425868345385,0.4274850189685821,1.0,0,3,0,0.1362763414390864,0.443009465932846,1.0,0,6,0,0.1506401849870651,0.4693685472011566,1.0,0,10,0,0.1550666610844074,0.515728771686554,1.0,0.0,75.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.48,0.223,0.093,0.184,0.006,0.011,0.003,anger,0.094,0.835,0.008,0.041,0.017,0.002,0.002,anger,0.587,0.038,0.256,0.089,0.016,0.01,0.003,joy,0.264,0.094,0.038,0.597,0.002,0.002,0.003,anger,0.058,0.628,0.199,0.071,0.008,0.03,0.005,joy,0.502,0.204,0.165,0.116,0.008,0.004,0.002,anger,0.162,0.084,0.54,0.143,0.058,0.011,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1075040167.0_2_deltaless_thread.xml,0.1809166402610723,0.5408312082290649,1.0,0,12,0,0.1758302086833494,0.6871272921562195,1.0,0,26,0,0.1900651480367312,0.6913748383522034,1.0,0,74,0,0.0759831512371693,0.4091656506061554,1.0,0,28,0,0.1448274434968437,0.3243143260478973,1.0,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.616,0.082,0.078,0.058,0.019,0.13,0.018,neutral,0.515,0.098,0.279,0.053,0.03,0.007,0.018,neutral,0.099,0.717,0.04,0.088,0.005,0.046,0.004,neutral,0.508,0.322,0.061,0.066,0.008,0.03,0.005,neutral,0.546,0.386,0.035,0.026,0.003,0.003,0.001,neutral,0.297,0.409,0.2,0.046,0.029,0.014,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,113567594.0_4_deltaless_thread.xml,0.0321428647487455,0.5858736634254456,1.0,0,86,0,0.0195115587206717,0.3987831473350525,1.0,0,22,0,0.0146925002748709,0.5424442291259766,1.0,0,41,0,0.0462956129672258,0.432879626750946,1.0,0,37,0,0.0160679510442705,0.3612014651298523,1.0,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.635,0.173,0.123,0.052,0.008,0.006,0.002,anger,0.123,0.697,0.111,0.058,0.007,0.004,0.001,neutral,0.223,0.306,0.133,0.296,0.028,0.003,0.01,neutral,0.375,0.264,0.149,0.176,0.023,0.008,0.004,anger,0.318,0.578,0.065,0.032,0.003,0.003,0.001,anger,0.072,0.073,0.563,0.059,0.206,0.023,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,115882088.0_2_deltaless_thread.xml,0.132100296285738,0.6014937162399292,1.0,0,75,0,0.0211038173105643,0.1248470693826675,1.0,0,6,0,0.0565237328502405,0.391520082950592,1.0,0,53,0,0.0,0.2691671848297119,1.0,0,13,0,0.0670509455791252,0.4337555170059204,1.0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.153,0.015,0.716,0.086,0.009,0.019,0.003,anger,0.179,0.583,0.079,0.103,0.036,0.015,0.005,neutral,0.052,0.8,0.015,0.126,0.002,0.002,0.002,neutral,0.791,0.087,0.017,0.097,0.002,0.003,0.003,neutral,0.87,0.085,0.012,0.026,0.003,0.001,0.002,neutral,0.043,0.688,0.255,0.007,0.003,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1409948101.0_8_deltaless_thread.xml,0.2316767968489683,0.6574500799179077,1.0,0,70,0,0.0807540900369767,0.3760202527046203,1.0,0,5,0,0.1123427789154277,0.2915746569633484,1.0,0,5,0,0.0,0.1210325583815574,1.0,0,9,0,0.0,0.1144247725605964,1.0,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.614,0.048,0.253,0.054,0.006,0.022,0.004,neutral,0.524,0.365,0.069,0.026,0.011,0.003,0.002,neutral,0.027,0.909,0.01,0.046,0.004,0.002,0.002,neutral,0.93,0.024,0.005,0.035,0.002,0.001,0.002,neutral,0.817,0.122,0.012,0.044,0.003,0.001,0.002,neutral,0.216,0.486,0.222,0.049,0.012,0.012,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1437482501.0_91_deltaless_thread.xml,0.0863686774677241,0.6435214877128601,1.0,0,38,0,0.1854052626135325,0.5064587593078613,1.0,0,24,0,0.0327158527437914,0.4661000072956085,1.0,0,32,0,0.1910837711819901,0.6472092270851135,1.0,0,26,0,0.0547406591230606,0.3461557030677795,1.0,0,25,0,0.3224905489048588,0.5291250944137573,1.0,0.0,46.0,0.0,0.0843576320130887,0.4423878490924835,1.0,0.0,7.0,0.0,0.0,0.0238199904561042,1.0,0.0,3.0,0.0,0.1362763414390864,0.2621312141418457,1.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.096,0.098,0.483,0.227,0.034,0.054,0.007,joy,0.068,0.053,0.606,0.256,0.006,0.008,0.003,anger,0.656,0.114,0.151,0.054,0.006,0.017,0.002,sadness,0.187,0.165,0.318,0.287,0.016,0.022,0.005,anger,0.17,0.532,0.175,0.083,0.012,0.025,0.004,joy,0.63,0.122,0.142,0.024,0.073,0.006,0.004,anger,0.05,0.233,0.368,0.276,0.063,0.007,0.004,joy,0.018,0.002,0.019,0.855,0.102,0.002,0.003,neutral,0.735,0.046,0.194,0.017,0.002,0.002,0.004,neutral,0.045,0.005,0.017,0.642,0.288,0.001,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,144404372.0_8_deltaless_thread.xml,0.1797202969233587,0.5686744451522827,1.0,0,44,0,0.1156863662371946,0.501785397529602,1.0,0,20,0,0.0777101016947859,0.5483797788619995,1.0,0,82,0,0.0552016711680582,0.5167843103408813,1.0,0,203,0,0.0130357128788073,0.4038323760032654,1.0,0,16,0,0.5671930420711525,0.892350971698761,1.0,0.0,31.0,0.0,0.047933342971158,0.2543073296546936,1.0,0.0,3.0,0.0,0.0,0.1173820346593856,1.0,0.0,1.0,1.0,0.0,0.0928406566381454,1.0,0.0,10.0,0.0,0.0934947749753671,0.4734912514686584,1.0,0.0,14.0,0.0,0.1122392891507702,0.4751339852809906,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.293,0.074,0.514,0.102,0.007,0.006,0.004,anger,0.088,0.84,0.028,0.026,0.012,0.004,0.003,anger,0.923,0.056,0.008,0.009,0.001,0.002,0.001,neutral,0.662,0.212,0.058,0.052,0.008,0.004,0.004,neutral,0.589,0.334,0.019,0.047,0.004,0.004,0.003,anger,0.05,0.217,0.669,0.046,0.013,0.003,0.002,anger,0.024,0.129,0.765,0.067,0.01,0.002,0.002,anger,0.579,0.002,0.015,0.076,0.323,0.002,0.002,surprise,0.253,0.03,0.067,0.02,0.01,0.619,0.001,neutral,0.231,0.002,0.021,0.686,0.055,0.003,0.003,neutral,0.538,0.204,0.037,0.203,0.004,0.009,0.005,neutral,0.74,0.069,0.167,0.02,0.002,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,154839924.0_3_deltaless_thread.xml,0.0366425183847714,0.5282201170921326,1.0,0,85,0,0.0218924811738036,0.1915664225816726,1.0,0,4,0,0.0597029426782299,0.0722789093852043,1.0,0,21,0,0.1751601782572878,0.610188364982605,1.0,0,9,0,0.0,0.2079454064369201,1.0,0,19,0,0.0,0.2243978530168533,1.0,0.0,5.0,0.0,0.0648911121832301,0.3727256059646606,1.0,0.0,12.0,0.0,0.0,0.0435293167829513,1.0,0.0,8.0,0.0,0.0,0.0785565823316574,1.0,0.0,11.0,0.0,0.0,0.0639192536473274,1.0,0.0,2.0,0.0,0.1414305679255449,0.1767190247774124,1.0,0.0,9.0,0.0,0.0,0.3182135820388794,1.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.24,0.012,0.558,0.183,0.002,0.004,0.001,neutral,0.675,0.24,0.057,0.02,0.003,0.003,0.003,neutral,0.218,0.725,0.021,0.029,0.002,0.003,0.002,neutral,0.731,0.1,0.041,0.115,0.005,0.004,0.005,neutral,0.631,0.245,0.016,0.101,0.002,0.003,0.003,neutral,0.054,0.691,0.193,0.046,0.01,0.004,0.002,neutral,0.011,0.845,0.052,0.089,0.001,0.001,0.001,neutral,0.034,0.002,0.04,0.115,0.805,0.002,0.002,anger,0.408,0.058,0.508,0.016,0.003,0.005,0.002,anger,0.901,0.009,0.043,0.036,0.008,0.002,0.001,neutral,0.875,0.053,0.062,0.007,0.001,0.001,0.001,neutral,0.857,0.045,0.059,0.023,0.007,0.006,0.004,anger,0.188,0.652,0.015,0.134,0.005,0.002,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1719432989.0_1_deltaless_thread.xml,0.11172348063563,0.0858004391193389,1.0,0,2,0,0.0,0.2558513283729553,1.0,0,2,0,0.0,0.0668259933590889,1.0,0,5,0,0.0,0.0541143603622913,1.0,0,2,0,0.0,0.1411049216985702,1.0,0,10,0,0.0,0.2753094732761383,1.0,0.0,8.0,0.0,0.0,0.3758188188076019,1.0,0.0,14.0,0.0,0.0,0.2338035255670547,1.0,0.0,5.0,0.0,0.056997528521406,0.3082417845726013,1.0,0.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.355,0.083,0.387,0.139,0.011,0.021,0.005,neutral,0.888,0.036,0.057,0.015,0.001,0.001,0.002,neutral,0.038,0.724,0.03,0.2,0.001,0.003,0.004,neutral,0.88,0.027,0.014,0.072,0.001,0.005,0.001,neutral,0.874,0.043,0.024,0.053,0.002,0.002,0.001,anger,0.025,0.061,0.687,0.041,0.174,0.008,0.005,neutral,0.009,0.829,0.043,0.114,0.002,0.001,0.001,anger,0.791,0.033,0.025,0.021,0.126,0.003,0.001,sadness,0.15,0.112,0.152,0.532,0.011,0.003,0.039,joy,0.204,0.1,0.08,0.294,0.306,0.011,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,181959121.0_5_deltaless_thread.xml,0.1066508287931569,0.5498578548431396,1.0,0,50,0,0.0814779683826453,0.4137292802333832,1.0,0,13,0,0.2670937724672674,0.4011168181896209,1.0,0,26,0,0.0352273805612577,0.1845237910747528,1.0,0,6,0,0.1167177354603279,0.4202585220336914,1.0,0,12,0,0.1874545542321388,0.5848681926727295,1.0,0.0,9.0,0.0,0.1960918827639134,0.6097674369812012,1.0,0.0,20.0,0.0,0.1576830749830371,0.6787891983985901,1.0,0.0,9.0,0.0,0.0774955705933367,0.3557061553001404,1.0,0.0,23.0,0.0,0.1640369364613893,0.4649445712566376,1.0,0.0,26.0,0.0,0.3590458029841373,0.6687800884246826,1.0,0.0,4.0,0.0,0.2605556710562624,0.5450966954231262,1.0,0.0,6.0,0.0,0.1016306697911265,0.2266679555177688,1.0,0.0,5.0,0.0,0.0735747461058951,0.0907424762845039,1.0,0.0,9.0,0.0,0.2448091387308389,0.437031090259552,1.0,0.0,13.0,0.0,0.0839515157030841,0.5792138576507568,1.0,0.0,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,joy,0.276,0.034,0.279,0.397,0.003,0.008,0.003,anger,0.107,0.806,0.042,0.035,0.003,0.006,0.001,neutral,0.271,0.341,0.166,0.194,0.02,0.003,0.004,anger,0.173,0.398,0.01,0.342,0.045,0.026,0.005,neutral,0.628,0.105,0.19,0.056,0.005,0.011,0.006,neutral,0.204,0.644,0.047,0.081,0.008,0.007,0.008,neutral,0.114,0.467,0.314,0.075,0.023,0.003,0.003,neutral,0.215,0.004,0.025,0.074,0.672,0.005,0.005,anger,0.267,0.117,0.478,0.119,0.003,0.005,0.011,neutral,0.095,0.003,0.011,0.578,0.307,0.003,0.003,neutral,0.47,0.396,0.086,0.032,0.004,0.007,0.005,neutral,0.938,0.031,0.024,0.004,0.001,0.001,0.002,neutral,0.852,0.039,0.057,0.04,0.003,0.006,0.003,neutral,0.628,0.151,0.207,0.008,0.002,0.002,0.001,anger,0.216,0.453,0.064,0.235,0.015,0.007,0.009,sadness,0.088,0.369,0.022,0.455,0.006,0.05,0.01,joy,0.555,0.257,0.147,0.026,0.009,0.003,0.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1821161756.0_9_deltaless_thread.xml,0.1387846551806348,0.5870763659477234,1.0,0,60,0,0.0312744165694695,0.4212390482425689,1.0,0,32,0,0.0299866584313887,0.3087866604328155,1.0,0,9,0,0.051171029771728,0.2236326187849044,1.0,0,12,0,0.0622627869390062,0.6256930232048035,1.0,0,21,0,0.0,0.1033033356070518,1.0,0.0,4.0,0.0,0.0,0.0356256328523159,1.0,0.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.743,0.073,0.103,0.051,0.006,0.023,0.002,anger,0.078,0.767,0.034,0.088,0.019,0.012,0.002,anger,0.966,0.009,0.003,0.006,0.002,0.012,0.001,anger,0.439,0.457,0.017,0.079,0.002,0.003,0.002,anger,0.039,0.928,0.015,0.013,0.002,0.003,0.001,anger,0.066,0.082,0.728,0.06,0.036,0.018,0.009,neutral,0.007,0.94,0.017,0.033,0.001,0.001,0.002,anger,0.387,0.127,0.16,0.197,0.105,0.018,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1865427692.0_13_deltaless_thread.xml,0.0875355647438431,0.5278041362762451,1.0,0,11,0,0.1767072062922267,0.7111818194389343,1.0,0,20,0,0.0,0.2824313342571258,1.0,0,8,0,0.0,0.2186840921640396,1.0,0,27,0,0.0,0.3018079698085785,1.0,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.453,0.072,0.429,0.032,0.004,0.008,0.002,neutral,0.569,0.332,0.019,0.053,0.015,0.005,0.006,anger,0.486,0.349,0.116,0.02,0.012,0.014,0.004,sadness,0.319,0.218,0.339,0.06,0.049,0.013,0.003,anger,0.031,0.931,0.006,0.023,0.001,0.006,0.002,anger,0.01,0.016,0.936,0.012,0.023,0.003,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1865427692.0_24_deltaless_thread.xml,0.0483476686589434,0.4551319479942322,1.0,0,12,0,0.0,0.2407535314559936,1.0,0,27,0,0.0524063203500283,0.3786280751228332,1.0,0,32,0,0.1126072491942651,0.2001410573720932,1.0,0,17,0,0.0,0.1384024173021316,1.0,0,40,0,0.0343026808506731,0.3544038534164428,1.0,0.0,16.0,0.0,0.1584518956336016,0.454749196767807,1.0,0.0,43.0,0.0,0.3349037974546396,0.5636374950408936,1.0,0.0,120.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.453,0.072,0.429,0.032,0.004,0.008,0.002,anger,0.037,0.877,0.009,0.04,0.029,0.007,0.002,anger,0.931,0.031,0.006,0.023,0.001,0.006,0.002,anger,0.041,0.881,0.022,0.017,0.002,0.035,0.002,anger,0.075,0.805,0.06,0.028,0.005,0.025,0.003,anger,0.023,0.101,0.849,0.014,0.009,0.002,0.002,anger,0.011,0.022,0.955,0.006,0.004,0.001,0.001,anger,0.908,0.012,0.046,0.01,0.017,0.005,0.001,anger,0.185,0.041,0.72,0.041,0.002,0.001,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,217468142.0_3_deltaless_thread.xml,0.0438994975865092,0.5382549166679382,1.0,0,35,0,0.070649861765964,0.4570550918579101,1.0,0,20,0,0.5484889364913947,0.7296813130378723,1.0,0,21,0,0.0,0.336662083864212,1.0,0,12,0,0.0,0.2377418726682663,1.0,0,4,0,0.0525127427260941,0.184819757938385,1.0,0.0,25.0,0.0,0.0,0.2478567957878112,1.0,0.0,8.0,0.0,0.0,0.1920152753591537,1.0,0.0,2.0,0.0,0.0,0.1457555741071701,1.0,0.0,13.0,0.0,0.0,0.0046487082727253,1.0,0.0,2.0,0.0,0.0,0.1193251833319664,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.254,0.005,0.593,0.137,0.002,0.006,0.002,neutral,0.466,0.285,0.204,0.012,0.019,0.009,0.005,anger,0.738,0.207,0.006,0.039,0.003,0.006,0.001,anger,0.096,0.864,0.008,0.018,0.001,0.011,0.002,neutral,0.947,0.017,0.003,0.03,0.001,0.001,0.001,neutral,0.01,0.956,0.026,0.005,0.001,0.0,0.001,anger,0.015,0.408,0.479,0.088,0.006,0.002,0.002,neutral,0.106,0.002,0.007,0.034,0.847,0.002,0.001,neutral,0.945,0.016,0.028,0.009,0.001,0.001,0.001,anger,0.906,0.003,0.006,0.042,0.041,0.001,0.002,neutral,0.798,0.074,0.041,0.079,0.004,0.003,0.001,joy,0.445,0.039,0.49,0.015,0.005,0.001,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2076541612.0_3_deltaless_thread.xml,0.3500067138009053,0.8027013540267944,1.0,0,52,0,0.4993267441307248,0.5560451149940491,1.0,0,20,0,0.0295260122328533,0.1516806334257125,1.0,0,34,0,0.1170986320243005,0.2715573310852051,1.0,0,22,0,0.0860658487378303,0.4237244725227356,1.0,0,12,0,0.0,0.2732730507850647,1.0,0.0,5.0,0.0,0.0554361895741183,0.3705137073993683,1.0,0.0,15.0,0.0,0.0,0.2518307268619537,1.0,0.0,16.0,0.0,0.0440795994674987,0.144616350531578,1.0,0.0,9.0,0.0,0.1546693244374991,0.5717005133628845,1.0,0.0,41.0,0.0,0.0625480383791297,0.4584912955760956,1.0,0.0,18.0,0.0,0.1416400887431665,0.5795741081237793,1.0,0.0,49.0,0.0,0.4840708881997616,0.7727992534637451,1.0,0.0,33.0,0.0,0.2077464556626607,0.5282111763954163,1.0,0.0,54.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.058,0.032,0.855,0.045,0.003,0.005,0.002,neutral,0.39,0.387,0.114,0.061,0.035,0.007,0.006,neutral,0.171,0.738,0.017,0.066,0.004,0.003,0.003,neutral,0.568,0.072,0.159,0.187,0.007,0.005,0.002,sadness,0.367,0.204,0.397,0.019,0.006,0.006,0.001,joy,0.81,0.12,0.029,0.032,0.002,0.004,0.003,neutral,0.061,0.763,0.042,0.079,0.033,0.008,0.012,anger,0.284,0.015,0.176,0.236,0.272,0.01,0.007,neutral,0.863,0.032,0.058,0.041,0.002,0.001,0.002,neutral,0.109,0.012,0.187,0.595,0.069,0.019,0.01,neutral,0.836,0.043,0.052,0.055,0.006,0.005,0.003,neutral,0.715,0.033,0.202,0.038,0.007,0.003,0.003,neutral,0.827,0.069,0.074,0.023,0.004,0.002,0.002,neutral,0.585,0.311,0.052,0.043,0.003,0.004,0.002,neutral,0.864,0.036,0.011,0.086,0.002,0.001,0.001,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,220698466.0_2_deltaless_thread.xml,0.2040847262666528,0.5279558897018433,1.0,0,46,0,0.3126929637798012,0.5480478405952454,1.0,0,62,0,0.1140696083105898,0.544506311416626,1.0,0,102,0,0.2348079246946585,0.6561204791069031,1.0,0,77,0,0.1320558720429861,0.6531851291656494,1.0,0,54,0,0.1683869705874758,0.7173008918762207,1.0,0.0,19.0,0.0,0.0,0.4925519526004791,1.0,0.0,12.0,0.0,0.1465916570967696,0.5665419101715088,1.0,0.0,49.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.389,0.06,0.472,0.07,0.004,0.003,0.002,anger,0.31,0.615,0.029,0.023,0.013,0.006,0.004,anger,0.592,0.225,0.074,0.075,0.011,0.022,0.002,anger,0.321,0.592,0.028,0.047,0.003,0.007,0.002,anger,0.159,0.799,0.014,0.017,0.003,0.005,0.003,anger,0.034,0.351,0.554,0.041,0.013,0.005,0.002,anger,0.021,0.16,0.782,0.025,0.006,0.004,0.002,neutral,0.384,0.003,0.028,0.038,0.539,0.005,0.004,anger,0.165,0.018,0.793,0.015,0.002,0.002,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
